server_speedup_label,server_speedup,network_speed_label,network_speed,network_stability,split_layer,device_inference_time,edge_inference_time,network_time
x10,10,mid,5000,0.05,15,0.037957888428416034,0.006558448779763317,0.016155819473271167
x10,10,mid,5000,0.05,15,0.03819607107718332,0.006374228972676214,0.017288006718222733
x10,10,mid,5000,0.05,15,0.03415283842338607,0.007011369166889036,0.017891060051483
x10,10,mid,5000,0.05,15,0.03718537137396919,0.0064235106410730596,0.016251601164910687
x10,10,mid,5000,0.05,15,0.03958985735567094,0.006343061472461918,0.016154282607661052
x10,10,mid,5000,0.05,15,0.038389377652549024,0.005997765703134025,0.016262057121603016
x10,10,mid,5000,0.05,15,0.0392078799017628,0.006506419277942375,0.016084992448699778
x10,10,mid,5000,0.05,15,0.03518666899840462,0.006321707085240606,0.01709875582518748
x10,10,mid,5000,0.05,15,0.038609562160651006,0.006396504169222075,0.016423957123290252
x10,10,mid,5000,0.05,15,0.03902093706991135,0.006081895772259683,0.016333207684968508
x10,10,mid,5000,0.05,15,0.03171022688596825,0.006413948119051624,0.01773195040446994
x10,10,mid,5000,0.05,15,0.0377091027963848,0.006575681346588023,0.015696533382522956
x10,10,mid,5000,0.05,15,0.034698346341831325,0.00633766679685676,0.016047788185964605
x10,10,mid,5000,0.05,15,0.03903954321930722,0.006709930483524232,0.016423821256094737
x10,10,mid,5000,0.05,15,0.036281164143370265,0.006451395757795069,0.017296156371947903
x10,10,mid,5000,0.05,15,0.03653707657702032,0.006203454259967128,0.015098528012162165
x10,10,mid,5000,0.05,15,0.03685139097633689,0.006176010578173197,0.0165633499977903
x10,10,mid,5000,0.05,15,0.03978714703390518,0.006712757234657774,0.017411793307911337
x10,10,mid,5000,0.05,15,0.03491200033117005,0.006370496345477477,0.016680983568620925
x10,10,mid,5000,0.05,15,0.03394522239439229,0.006364194119508961,0.0161188691435624
x10,10,mid,5000,0.05,15,0.033973944810107556,0.006268060196975413,0.015729708710328485
x10,10,mid,5000,0.05,15,0.036831181007459184,0.006376143829121615,0.017703937698173466
x10,10,mid,5000,0.05,15,0.035109251611826715,0.006794865838871114,0.016149917395517507
x10,10,mid,5000,0.05,15,0.03746268525473811,0.0061186510738736695,0.01658156653417162
x10,10,mid,5000,0.05,15,0.036445863207122266,0.006260005071121348,0.01660094229756761
x10,10,mid,5000,0.05,15,0.03418960349499881,0.0065807439401905235,0.015616925439551767
x10,10,mid,5000,0.05,15,0.03720700889250306,0.006746045043570064,0.017120714959758886
x10,10,mid,5000,0.05,15,0.038969269016611414,0.006592734854382859,0.017837225347253106
x10,10,mid,5000,0.05,15,0.0340418589160047,0.006641206318491616,0.015599620470279846
x10,10,mid,5000,0.05,15,0.03751870102385004,0.006157423179333949,0.016450751371035476
x10,10,mid,5000,0.05,15,0.038733399672142316,0.006511358798891527,0.015585912830465403
x10,10,mid,5000,0.05,15,0.03703762275764322,0.006750329891410322,0.016881471835669584
x10,10,mid,5000,0.05,15,0.03576362457756281,0.00648246356470223,0.016198451933268063
x10,10,mid,5000,0.05,15,0.0350960085865122,0.006496995585323763,0.01620908385839932
x10,10,mid,5000,0.05,15,0.03477980927368583,0.006466109086551975,0.016178422835975828
x10,10,mid,5000,0.05,15,0.03711096110361406,0.006185456045265324,0.017420041603568033
x10,10,mid,5000,0.05,15,0.037129347742941965,0.006335855524975166,0.016473207487870394
x10,10,mid,5000,0.05,15,0.03830928415054518,0.005961854739971433,0.015726185129395453
x10,10,mid,5000,0.05,15,0.03707419661202115,0.006470011431770837,0.016194679145088035
x10,10,mid,5000,0.05,15,0.03764892496857408,0.00644043066193215,0.01629214665606315
x10,10,mid,5000,0.05,15,0.03606173242425413,0.00631480738013568,0.01676952589492538
x10,10,mid,5000,0.05,15,0.038585624453355165,0.006433337294158034,0.015727226454515644
x10,10,mid,5000,0.05,15,0.035747387990067804,0.0067705155244702905,0.016600628241896283
x10,10,mid,5000,0.05,15,0.03770217381491875,0.006347652629047977,0.017000832458544786
x10,10,mid,5000,0.05,15,0.04119159031168315,0.006557907311817,0.014467867260375791
x10,10,mid,5000,0.05,15,0.037866420470437055,0.006883252218086471,0.017048567590589023
x10,10,mid,5000,0.05,15,0.034661864027131936,0.006625208359135295,0.015939100642012982
x10,10,mid,5000,0.05,15,0.03703279752771563,0.00649954543143777,0.016730047464715233
x10,10,mid,5000,0.05,15,0.038589959044250395,0.006477747944460904,0.016869619337217333
x10,10,mid,5000,0.05,15,0.037114185334862625,0.006216882293896028,0.016388274266920726
x10,10,mid,5000,0.05,15,0.03607573138856315,0.006166798434284214,0.016744573090946048
x10,10,mid,5000,0.05,15,0.03544481532710201,0.006606923148722806,0.01664761910489191
x10,10,mid,5000,0.05,15,0.036971049324815146,0.006191795179266458,0.01612924370202202
x10,10,mid,5000,0.05,15,0.035802600619532346,0.006611523980512975,0.015904367116688023
x10,10,mid,5000,0.05,15,0.034009636332582506,0.006378364966472228,0.015334577592127101
x10,10,mid,5000,0.05,15,0.03624087808583014,0.006408236441114392,0.015940908529792068
x10,10,mid,5000,0.05,15,0.03597560763278353,0.006547776274154324,0.017163869184661895
x10,10,mid,5000,0.05,15,0.03897169170251924,0.006556737918878019,0.01610574992732315
x10,10,mid,5000,0.05,15,0.0337757453681918,0.006627649330808397,0.017242726110580704
x10,10,mid,5000,0.05,15,0.03369025556443326,0.006656795203261199,0.016213119358679175
x10,10,mid,5000,0.05,15,0.03874400932927644,0.006366945043545598,0.016654509301219284
x10,10,mid,5000,0.05,15,0.03798918533818473,0.0064419853622622696,0.0177104057521799
x10,10,mid,5000,0.05,15,0.03666534114024829,0.006378920586978232,0.016081918617349908
x10,10,mid,5000,0.05,15,0.03804455371993929,0.006905740324544663,0.015647514693093296
x10,10,mid,5000,0.05,15,0.03682423994040264,0.006420474645118689,0.01715357526592286
x10,10,mid,5000,0.05,15,0.03685756274028491,0.006597427087912775,0.01705435407575772
x10,10,mid,5000,0.05,15,0.03513762733258947,0.006465889804128196,0.015305650024748084
x10,10,mid,5000,0.05,15,0.040050295640751826,0.006259363840466585,0.0159865817822717
x10,10,mid,5000,0.05,15,0.036885192194491004,0.006250944944127799,0.017155275622684006
x10,10,mid,5000,0.05,15,0.03681691794168777,0.006068587910162695,0.01704008069481439
x25,25,mid,5000,0.05,15,0.03683146711666248,0.002631899773840192,0.016466196544822162
x25,25,mid,5000,0.05,15,0.035518523947113925,0.0026987709347952023,0.014908113655583193
x25,25,mid,5000,0.05,15,0.04056926457355863,0.0025051050950870876,0.017232705004172157
x25,25,mid,5000,0.05,15,0.03680400888457145,0.002563011267784125,0.015704130200982616
x25,25,mid,5000,0.05,15,0.03616823995296167,0.0024936635372075763,0.015611023255964964
x25,25,mid,5000,0.05,15,0.03756451613857306,0.0025159857508378525,0.01663409921628214
x25,25,mid,5000,0.05,15,0.03697231437573206,0.002636899029259307,0.014880402803607848
x25,25,mid,5000,0.05,15,0.03462001447846741,0.0025806887390038614,0.017015978847668867
x25,25,mid,5000,0.05,15,0.03685433403382562,0.0025715152435462443,0.015776808304741444
x25,25,mid,5000,0.05,15,0.03691356172943472,0.0026319185848493716,0.01617079993586219
x25,25,mid,5000,0.05,15,0.03674775145966882,0.0025784604477236185,0.015430173887863254
x25,25,mid,5000,0.05,15,0.03723095948390579,0.0026163008079739354,0.016097653470199594
x25,25,mid,5000,0.05,15,0.03720642009209696,0.002589890651379909,0.015793589081164756
x25,25,mid,5000,0.05,15,0.03729349040493951,0.0027139771109564005,0.0172287561110923
x25,25,mid,5000,0.05,15,0.037081831433168386,0.0025416514581523687,0.017476529454111912
x25,25,mid,5000,0.05,15,0.0368390016781474,0.002447485302702486,0.01659527139107511
x25,25,mid,5000,0.05,15,0.037295029423312316,0.0025500932108505833,0.015872168604071556
x25,25,mid,5000,0.05,15,0.03830812191811652,0.0025342114594602934,0.016014720196163443
x25,25,mid,5000,0.05,15,0.040342003588059575,0.002542557468787116,0.016805113094440723
x25,25,mid,5000,0.05,15,0.034480514923568885,0.0024485974890028155,0.016428503707889838
x25,25,mid,5000,0.05,15,0.03592577431956461,0.002606409971184486,0.016315451172838707
x25,25,mid,5000,0.05,15,0.03735120750145227,0.0026079301175124026,0.015326023061461285
x25,25,mid,5000,0.05,15,0.03767453678265651,0.002463567564621525,0.017821388732352603
x25,25,mid,5000,0.05,15,0.03617646904870361,0.002612832456042857,0.01599121806249717
x25,25,mid,5000,0.05,15,0.038635931882795835,0.002546383183710012,0.01591492568666973
x25,25,mid,5000,0.05,15,0.03664544472643409,0.002478275029931853,0.017958235196588186
x25,25,mid,5000,0.05,15,0.03634452520216315,0.0025907542720811387,0.015808960058615183
x25,25,mid,5000,0.05,15,0.03523335251227772,0.0025849913766764106,0.01684975842013225
x25,25,mid,5000,0.05,15,0.03855132919694286,0.0026110087607892607,0.016105929728856043
x25,25,mid,5000,0.05,15,0.03412584765922507,0.002548523054101767,0.017162052915288252
x25,25,mid,5000,0.05,15,0.037177134471276664,0.0026260225571810582,0.0164687771479844
x25,25,mid,5000,0.05,15,0.040012376849671086,0.002693948254412358,0.01718974896413191
x25,25,mid,5000,0.05,15,0.03492686805430542,0.0026835191137369327,0.015979074412848862
x25,25,mid,5000,0.05,15,0.03676550053034044,0.002471875818450317,0.0167776788883695
x25,25,mid,5000,0.05,15,0.03864859538634647,0.002489014174075271,0.016086728568774106
x25,25,mid,5000,0.05,15,0.037481217083245595,0.002400362479547121,0.01560847427975088
x25,25,mid,5000,0.05,15,0.036457306854384204,0.002451440095591636,0.016575466112869967
x25,25,mid,5000,0.05,15,0.03911342704181621,0.0025892373189383665,0.014898612088355741
x25,25,mid,5000,0.05,15,0.035433135203673284,0.0026175885503667206,0.01597562856653278
x25,25,mid,5000,0.05,15,0.03828955977711759,0.0025154520564540372,0.01667277949355072
x25,25,mid,5000,0.05,15,0.038058484135251446,0.002591258910264476,0.017225978303831345
x25,25,mid,5000,0.05,15,0.03507105886679454,0.0025142221657223065,0.016479023322210077
